id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33491101,Casita  refugio interior,252327165,Luz,,El Bosque,-33.56362,-70.70975,Private room,30000,1,0,,,2,140,0,
41380910,Casa Condominio Piscina Chamisero/8min de Vitacura,110039387,Stephanie,,Huechuraba,-33.32342,-70.63119,Entire home/apt,70000,30,4,2021-03-14,0.13,1,52,0,
49392,Share my Flat in Providencia,224592,Maria,,Providencia,-33.43266,-70.60072,Private room,49590,3,0,,,1,178,0,
52811,Suite Providencia 1 Santiago Chile,244792,Cristián,,Providencia,-33.42959,-70.6188,Entire home/apt,50526,1,46,2021-11-04,0.32,3,0,1,
53494,depto centro ski el colorado chile,249097,Paulina,,Lo Barnechea,-33.34344,-70.29432,Entire home/apt,149999,2,38,2021-05-22,0.50,1,356,0,
65058,Dpto amoblado centro historico,318016,Patricio,,Recoleta,-33.43049,-70.64135,Private room,56140,2,0,,,1,365,0,
73752,Barrio Lastarria,374124,Daniela&Ricardo,,Santiago,-33.43868,-70.64414,Private room,74853,3,0,,,1,365,0,
80482,Room Private for Woman,154527,Jacqueline,,La Florida,-33.51918,-70.59149,Private room,22242,2,0,,,1,363,0,
83677,Loft in Pocuro,456388,Keno,,Providencia,-33.43159,-70.59202,Entire home/apt,135671,1,0,,,1,365,0,
88944,COZY APT. PROVIDENCIA METRO WIFI TV,485358,Macarena,,Providencia,-33.4222,-70.60846,Entire home/apt,33553,3,172,2022-09-06,1.29,1,267,13,
90629,Hermoso departamento individual,491051,Marcy-Lú,,Santiago,-33.43787,-70.64082,Entire home/apt,93566,3,0,,,1,365,0,
90694,Apartment x Rent in Providencia 802,491253,Hector,,Providencia,-33.4259,-70.61692,Entire home/apt,43999,3,62,2022-07-31,0.45,1,340,4,
94147,"Great house in Santiago, Las Condes",493996,Abraham,,Las Condes,-33.39929,-70.54542,Private room,45847,1,2,2011-12-07,0.01,1,365,0,
95139,Room Family Home,506998,Rafael,,Santiago,-33.43665,-70.67835,Private room,66432,7,0,,,1,365,0,
96722,Private bathroom room in Las Condes,513040,Elby,,Las Condes,-33.42532,-70.58566,Private room,56140,1,0,,,1,365,0,
100057,DEPARTAMENTO CENTRO DE SANTIAGO,526328,Fernando,,Santiago,-33.43199,-70.65789,Private room,74853,14,2,2012-02-13,0.01,1,365,0,
106795,departamento santiago centro,552381,Nora,,Santiago,-33.43974,-70.65493,Entire home/apt,74853,1,0,,,1,365,0,
116494,DEPARTAMENTO SANTIAGO CHILE,588476,Antonio,,Santiago,-33.43855,-70.64486,Private room,56140,1,0,,,1,365,0,
119688,Nice & quiet place in Providencia,603746,Marco,,Providencia,-33.43022,-70.60677,Private room,42105,1,0,,,1,365,0,
122128,habitacion  single de Juan,612580,Juan,,Providencia,-33.43871,-70.60424,Private room,70175,1,0,,,1,365,0,
122810,Beautiful furnished apartment,614958,Victor,,Recoleta,-33.42361,-70.63984,Entire home/apt,28070,2,8,2018-03-24,0.12,1,356,0,
123569,Habitación Single,617378,Carolina,,Santiago,-33.44972,-70.64641,Private room,51461,1,0,,,1,365,0,
124075,Habitación Doble baño compartido,619256,Rodrigo,,Providencia,-33.41905,-70.61165,Private room,37426,2,1,2012-01-19,0.01,6,365,0,
124291,habitacion con baño privado,619919,Livia,,Las Condes,-33.42015,-70.55652,Private room,56140,5,0,,,1,365,0,
131054,habitación para 1,645012,Norman,,Santiago,-33.44356,-70.63505,Private room,37426,1,0,,,1,365,0,
132624,departamento  centrico lado Subway,651711,Administrador,,Santiago,-33.43385,-70.65641,Private room,94231,1,0,,,1,365,0,
133295,Lux Las Condes Furnished Apartments,13553614,Felipe,,Las Condes,-33.41121,-70.58845,Entire home/apt,233916,7,83,2022-03-08,0.63,2,365,1,
133783,Beautiful room in Providencia,656696,María Victoria,,Providencia,-33.42974,-70.60432,Private room,46783,1,0,,,1,365,0,
136438,Fully Furnished Apartment Providencia,667910,Roxana,,Providencia,-33.42343,-70.60899,Entire home/apt,50429,1,45,2022-08-22,0.35,11,311,13,
136993,Apto Las condes - Santiago de Chile,670148,Ursa,,Las Condes,-33.41215,-70.58929,Entire home/apt,55073,1,0,,,1,357,0,
139270,Better Location,679343,Mayer Ltda,,Santiago,-33.44808,-70.65389,Private room,112279,1,0,,,1,365,0,
142622,"Dormitorio cama 2 plazas, baño en suite  y parking",639690,Gilda,,La Reina,-33.44522,-70.54603,Private room,42105,3,2,2022-04-16,0.03,1,363,1,
144172,Bedroom furnished home environment,698776,Elizabeth,,Santiago,-33.4435,-70.64535,Private room,56140,6,0,,,1,365,0,
147552,Near the mountain chain,712922,Karim,,Lo Barnechea,-33.36054,-70.51288,Shared room,39298,1,5,2018-04-22,0.06,2,365,0,
154395,Ubicacion 2D2B Luminoso METRO Amplio  lindaVista,716143,Eugenio,,Las Condes,-33.41433,-70.58213,Entire home/apt,49771,7,203,2022-08-06,1.61,1,330,16,
154615,Furnished apartment near Metro,743719,Roberto,,Las Condes,-33.41641,-70.60232,Entire home/apt,42105,2,51,2022-07-15,0.38,3,325,6,
158137,Pieza independiente,759002,José,,Ñuñoa,-33.46029,-70.59377,Private room,37426,1,0,,,1,365,0,
160729,Apartment on 9th floor. Stunning views!,769822,Ronald,,Santiago,-33.4484,-70.6322,Entire home/apt,24327,150,17,2019-10-03,0.38,1,264,0,
172103,casa familia,821265,Ivonne,,Independencia,-33.42261,-70.65958,Private room,25263,1,0,,,1,365,0,
175077,Depto cerca Plaza Armas,836768,Martita,,Santiago,-33.43556,-70.65358,Entire home/apt,56140,1,0,,,1,365,0,
176932,Room Near Bellavista,846125,Patricio,,Recoleta,-33.42458,-70.63899,Private room,37426,1,0,,,1,365,0,
176943,comfortable room in the center of,846097,Monica Gabriela,,Providencia,-33.42464,-70.61539,Private room,37426,1,0,,,1,365,0,
177729,Bedroom  whit access to a bathroom,851453,Sandra,,Ñuñoa,-33.44788,-70.60036,Private room,32748,3,0,,,1,365,0,
181005,Rooms (2) Private in Barrio Bellavista,867345,Edwin,,Recoleta,-33.42217,-70.64131,Private room,42105,2,4,2019-01-21,0.04,1,363,0,
191723,"Artsy,joyful flat in nice area",927749,Pilar,,Providencia,-33.43068,-70.58566,Private room,62156,1,0,,,1,365,0,
191754,Apartment Historical Downtown Stgo.,927912,Miguel,,Santiago,-33.44035,-70.65797,Entire home/apt,46783,7,121,2022-03-31,0.91,2,264,2,
193626,"Spacious home, family atmosphere.",939376,Oscar,,San Miguel,-33.50096,-70.6497,Private room,41703,1,0,,,1,365,0,
199514,Santiago Down Tow Big appartment,974626,Ronald,,Santiago,-33.43743,-70.65687,Private room,46783,1,0,,,1,365,0,
202286,Furnished Apartment Forestal Park 1,131488797,Daniela,,Recoleta,-33.43183,-70.64657,Entire home/apt,35143,4,389,2022-08-28,2.89,6,3,18,
225980,Furnished Luxury Studio Apartment,1177685,Karina,,Providencia,-33.42552,-70.61642,Private room,38857,1,21,2022-08-29,0.16,3,349,6,
233585,Big Furnished Room,489857,Eduardo,,Santiago,-33.43847,-70.657,Entire home/apt,25263,30,1,2017-03-26,0.01,1,0,0,
256476,TRAVEL SUITES departamento amoblado en Providencia,1177685,Karina,,Providencia,-33.42539,-70.61699,Private room,41143,1,12,2021-03-19,0.09,3,354,0,
259656,Suite Providencia 2 Santiago Chile,244792,Cristián,,Providencia,-33.42985,-70.61797,Entire home/apt,56140,1,40,2022-01-13,0.31,3,0,3,
275005,Central and family place to stay,1437683,Diego Ignacio,,Santiago,-33.45166,-70.64547,Private room,42105,1,4,2013-11-03,0.03,1,365,0,
276647,"Santiago Cozy Apartments 2, until 3 people",1434751,Celia,,Santiago,-33.45023,-70.63236,Entire home/apt,25000,10,4,2022-03-15,0.04,2,174,2,
280663,"TURISMO BELLAVISTA,  Best View 1",1463563,Arnaldo,,Recoleta,-33.43356,-70.63659,Entire home/apt,60818,3,38,2022-08-24,0.31,6,364,10,
284083,room with private bathroom,1482561,Alba,,Santiago,-33.45203,-70.64978,Private room,43443,1,0,,,1,365,0,
288216,Santiago Mountain View right by Parque forestal,155589,Carlos,,Recoleta,-33.43284,-70.64752,Entire home/apt,34620,30,25,2022-09-13,0.28,1,313,1,
293845,"Room in Ñuñoa, chilean summer!",1519813,Frankie,,Ñuñoa,-33.45593,-70.60941,Private room,37426,1,0,,,1,365,0,
294974,Furnished Luxury Studio Apartment,1177685,Karina,,Providencia,-33.42457,-70.61597,Private room,38429,1,5,2022-07-28,0.10,3,355,1,
298065,Vespucci Apartments in Vitacura,1536656,Vespucci,,Vitacura,-33.40065,-70.5877,Private room,224559,1,0,,,1,365,0,
315114,Superior,246789,Victoria,,Providencia,-33.42549,-70.61214,Private room,102923,1,0,,,1,364,0,
325820,Comodo dpto. Santiago Huerfanos 547,1666498,Pedro,,Santiago,-33.43996,-70.64398,Entire home/apt,62156,3,25,2022-01-15,0.19,6,358,2,
326156,Barrio  Lastarria     OPORTUNIDAD,1668113,María Luisa,,Santiago,-33.4403,-70.64098,Private room,46337,5,0,,,1,365,0,
329362,"Pieza privada con baño, wifi y tv",1681845,Elisabeth,,Las Condes,-33.40886,-70.53601,Private room,56140,1,0,,,1,365,0,
331061,"TURISMO BELLAVISTA, Best View 2",1463563,Arnaldo,,Providencia,-33.43215,-70.63433,Entire home/apt,62156,2,20,2022-08-13,0.18,6,365,3,
332424,LINDA HABITACIÓN PARA MUJERES EN SANTIAGO CENTRO,1694145,Carmen,,Santiago,-33.44839,-70.63717,Private room,45000,2,0,,,1,365,0,
333722,ARRIENDO HABITACION,1700152,Susana,,Providencia,-33.42607,-70.61319,Private room,90759,1,0,,,1,365,0,
334461,Departamento en Santiago de Chile.,1703664,Víctor,,Ñuñoa,-33.45264,-70.61341,Private room,46783,1,0,,,1,365,0,
345642,FULL FURNISHED PRIVATE ROOM INCREDIBLE VIEW. .,1757834,Francisco Manuel,,Recoleta,-33.42884,-70.64283,Private room,18713,1,1,2019-05-03,0.02,1,264,0,
350681,2 Bedrooms Private Home Ñuñoa,1777356,Isabel,,Ñuñoa,-33.44055,-70.57591,Private room,41169,1,0,,,1,365,0,
354516,"TURISMO BELLAVISTA, Best View 3",1463563,Arnaldo,,Providencia,-33.43366,-70.63463,Entire home/apt,70175,3,66,2022-09-20,0.57,6,362,10,
366331,Providencia Bed&Breakfast.Historico,583716,Ignacio,,Providencia,-33.43258,-70.61679,Private room,49590,2,12,2022-06-30,0.11,1,349,8,1192 de SERNATUR
368983,Pieza pequeña con baño,149354,Luis,,Providencia,-33.44314,-70.60253,Private room,46783,1,0,,,1,0,0,
374963,habitacion hermosa con baño privado,1886525,Jorge,,Santiago,-33.45266,-70.66666,Private room,28070,6,18,2017-01-23,0.16,1,365,0,
379323,Nice Room in a loft all included,1561372,Cesar Rodrigo,,Providencia,-33.42528,-70.61945,Entire home/apt,26199,3,0,,,1,0,0,
381089,Tu apartamento centro de Santiago,349420,Carlos,,Santiago,-33.43633,-70.64693,Entire home/apt,123507,2,0,,,2,365,0,
392412,"Safe,Comfortable, Good Neighborhood",1962232,Patricio,,Maipú,-33.48998,-70.76472,Private room,65496,1,0,,,1,365,0,
393977,Luminosa y Acogedora Habitación.,778337,Natalia,,Providencia,-33.42713,-70.61345,Private room,17506,5,31,2015-06-13,0.24,1,326,0,
395517,B & B Conchita Flores Hosting,1976550,Conchita,,Providencia,-33.43374,-70.6187,Private room,50000,3,39,2019-07-31,0.31,43,351,0,
395951,Room in Plaza Italia,1979081,Paul,,Providencia,-33.43632,-70.63191,Private room,70175,1,0,,,1,365,0,
414512,"Cozy Apt 2BD/2BT, wonderful cerro Manquehue view.",2061432,Alejandro,,Vitacura,-33.39839,-70.58974,Entire home/apt,135671,6,56,2022-08-27,0.45,1,329,6,
418760,Adventure in the heart of Santiago,826960,Nené,,Santiago,-33.4335,-70.65314,Entire home/apt,23168,30,78,2022-04-17,0.63,2,95,5,
420325,Great apt in the Snow / Chile,2083381,Claudio,,Lo Barnechea,-33.3481,-70.29032,Entire home/apt,608181,7,1,2017-07-25,0.02,1,365,0,
429242,Room in Santiago of Chile,2133429,Rodrigo,,Santiago,-33.44431,-70.66853,Private room,46783,2,0,,,1,365,0,
442241,Room in Bellavista neighborhood,1899907,Paola,,Recoleta,-33.42151,-70.64035,Private room,18713,3,162,2022-09-09,1.29,1,2,19,
444532,"La Parva Apartment ski in & out, wifi",1807307,Casey,,Lo Barnechea,-33.3337,-70.29086,Entire home/apt,280699,4,17,2022-08-12,0.20,1,365,3,
447699,Las Condes with a view of the Andes,974151,Raul And Erna,,Las Condes,-33.41772,-70.55737,Entire home/apt,50526,21,17,2022-08-30,0.16,1,180,5,
457634,Room Near Ski,2274626,Isabel,,Lo Barnechea,-33.35668,-70.51047,Private room,187132,1,0,,,1,365,0,
465463,Arriendo Departamento Amoblado,2312294,Julio,,Santiago,-33.44324,-70.65651,Entire home/apt,84210,1,0,,,1,365,0,
511558,"private room doble room, nice house",2478975,América Patricia,,Ñuñoa,-33.4508,-70.62406,Private room,16842,7,8,2022-06-05,0.07,6,61,2,
511572,"Welcome to our home to Chile!!!
Muy central.",2478975,América Patricia,,Ñuñoa,-33.4504,-70.61702,Private room,13099,2,5,2017-11-17,0.04,6,144,0,
511575,"Te esperamos para compartir!!
Barrio Italia .",2478975,América Patricia,,Ñuñoa,-33.44989,-70.61759,Private room,12295,2,11,2022-03-17,0.10,6,249,3,
512167,Tourism / Executive Apartment,1757752,Carlos,,Santiago,-33.44127,-70.64683,Entire home/apt,74853,30,0,,,1,358,0,
513333,Private room in Metro Colon,55685236,María José,,Providencia,-33.42918,-70.59036,Private room,15000,1,71,2019-11-03,0.62,1,264,0,
529207,Gran Casa Hermosa vista la mejor !!,2294459,Cristian,,Peñalolén,-33.47721,-70.52016,Private room,561397,5,0,,,1,365,0,
533042,"Hola, Ven a conocer Santiago!",2619406,Cristian,,Providencia,-33.42845,-70.61774,Entire home/apt,42105,3,129,2022-08-27,1.83,1,170,20,
533257,Heart of Santiago: Bellas Artes Apt,2620569,Jessica,,Santiago,-33.43615,-70.64867,Private room,56140,2,0,,,1,365,0,
558026,"Vista Cordillera de los Andes, Providencia",2743887,Marcia,,Providencia,-33.43451,-70.62698,Entire home/apt,37895,2,30,2022-09-13,0.33,1,249,24,
559852,Deluxe 2 Bedrooms Apartment,2752180,Marcos,,Providencia,-33.42649,-70.61571,Entire home/apt,102923,2,12,2019-07-14,0.14,7,264,0,
564038,DEPARTAMENTO EN BARRIO BELLAS ARTES,2773531,Betty,,Santiago,-33.43811,-70.64547,Entire home/apt,79531,2,1,2013-11-27,0.01,1,365,0,
566139,"Comodo Departamento, Mejor Sector Providencia",2784499,Betzabe,,Providencia,-33.4262,-70.61853,Entire home/apt,60818,3,206,2022-08-15,1.68,2,303,25,
583154,Room in downtown close to metro,2872968,Jaime,,Santiago,-33.45592,-70.63256,Private room,46783,1,0,,,1,365,0,
600739,2 Bedrooms Apartments (MH),2752180,Marcos,,Providencia,-33.42492,-70.61605,Entire home/apt,102923,2,22,2018-07-18,0.25,7,264,0,
600741,1 Bedroom Apartments (ML),2752180,Marcos,,Providencia,-33.42462,-70.61619,Entire home/apt,65496,2,9,2017-02-28,0.10,7,170,0,
609532,"Cacao Apartament, SANTIAGO",3022172,Andrea,,Santiago,-33.43799,-70.6481,Private room,74853,1,0,,,3,365,0,
622498,Amazing !! Apartment Las Condes 01,3085810,Luis Hernan,,Las Condes,-33.41263,-70.58843,Entire home/apt,102923,4,28,2021-03-20,0.23,3,140,0,
643936,"CACAO MINT, SANTIAGO",3022172,Andrea,,Santiago,-33.43721,-70.64889,Private room,74853,3,0,,,3,365,0,
643967,"CACAO CHERRY, SANTIAGO CENTER",3022172,Andrea,,Santiago,-33.43602,-70.64886,Private room,74853,1,0,,,3,365,0,
656930,Spacious shared room Providencia,619256,Rodrigo,,Providencia,-33.41866,-70.61127,Private room,35000,1,6,2022-09-09,0.38,6,365,4,
668257,"view of the Andes, best located!",2645138,Maria,,Las Condes,-33.41795,-70.58175,Entire home/apt,112279,14,19,2022-05-28,0.16,1,358,1,
679753,Habitación doble con baño privado,619256,Rodrigo,,Providencia,-33.41773,-70.61102,Entire home/apt,45000,1,1,2013-04-09,0.01,6,364,0,
683664,"1 block U.Catolica, subway S.Lucia",3329548,Alojamiento Empresarial Chile,,Santiago,-33.44245,-70.64234,Entire home/apt,55204,90,5,2013-08-14,0.04,4,365,0,
725463,Costanera Center Apartment Santiago,3751231,Hernan,,Providencia,-33.41971,-70.60915,Entire home/apt,65496,2,4,2022-08-18,0.04,3,362,2,
726012,Opera Apartment Santiago Chile,3751231,Hernan,,Santiago,-33.44146,-70.6463,Entire home/apt,65496,2,11,2022-04-24,0.09,3,360,2,
734844,beautiful & comfy apartment Stgo,3832872,Claudia,,Santiago,-33.44481,-70.6339,Private room,20585,5,86,2022-09-11,0.74,1,342,3,
748389,Room & Breakfast in Las Condes,3930966,Rodrigo,,Las Condes,-33.42271,-70.57536,Private room,46783,2,0,,,1,365,0,
754744,Apartment downtown Santiago Chile,3968799,Lizandra,,Santiago,-33.44583,-70.65322,Entire home/apt,65496,3,0,,,1,365,0,
768868,Opera Santiago Studio,3751231,Hernan,,Santiago,-33.43954,-70.6465,Entire home/apt,46783,2,1,2012-12-19,0.01,3,364,0,
777178,1 block Parque Bustamente&Subway,3761736,Rodrigo,,Providencia,-33.44446,-70.63271,Entire home/apt,28070,5,109,2022-09-17,0.91,1,13,24,
780664,"Suite Apartments, santiago chile",2873648,Rodrigo,,Ñuñoa,-33.4557,-70.59981,Private room,88888,2,0,,,1,365,0,
787045,right at home,4134987,Mirey,,La Reina,-33.45534,-70.5602,Private room,16000,6,127,2022-08-25,1.06,2,282,5,
795701,Dpto.2 dormitorios capacidad para 5,4191304,Doris,,Santiago,-33.44128,-70.6563,Entire home/apt,60818,1,19,2019-10-14,0.16,3,360,0,
798444,Furnished apartment in Santiago!,4204978,Ari,,Santiago,-33.4377,-70.64733,Entire home/apt,43171,2,19,2022-04-09,0.16,8,310,1,
798907,GREAT APT NEAR MONEDA PALACE ! JUST REMODELED,1571003,Franek,,Santiago,-33.43763,-70.65569,Entire home/apt,35000,2,276,2022-09-07,2.31,5,324,44,
799674,Flat Ski Resort Colorado Farellones,144235,Cristobal,,Lo Barnechea,-33.34941,-70.2936,Entire home/apt,354214,2,5,2022-08-15,0.08,2,363,1,
811005,Furnished bedroom in apartment,1693645,María,,Providencia,-33.43903,-70.61413,Private room,21651,30,1,2015-04-30,0.01,2,358,0,
814875,Departamento sector privilegiado,2784499,Betzabe,,Providencia,-33.42642,-70.6174,Entire home/apt,51461,3,149,2022-08-24,1.54,2,317,23,
844274,A New Apartment in Civic District,3329548,Alojamiento Empresarial Chile,,Santiago,-33.44884,-70.65166,Entire home/apt,55204,90,0,,,4,365,0,
858097,"Full Dpt, El Golf neighborhood (2)",743719,Roberto,,Las Condes,-33.41642,-70.60251,Entire home/apt,42105,2,129,2022-09-04,1.12,3,331,16,
858199,"studio-space, bathroom, Santiago",2171434,Ximena,,Ñuñoa,-33.45542,-70.57811,Private room,28070,5,5,2019-12-03,0.08,1,363,0,
879962,ARGO Santiago/ Providencia: Bustamante/ Italia,492663,JuanKa,,Santiago,-33.44908,-70.63297,Entire home/apt,40233,3,95,2022-08-27,0.81,2,163,17,
880713,Beautiful Apartment in the best loc,667910,Roxana,,Providencia,-33.42216,-70.60945,Entire home/apt,50429,1,46,2022-08-24,0.40,11,251,7,
881843,Nice Flat in the center of Santiago,1961985,Eliana,,Santiago,-33.43584,-70.64874,Entire home/apt,32000,2,87,2022-08-18,0.83,1,363,8,
885444,Special price!! Apartment 1st floo,982805,Alfredo,,Santiago,-33.44990158081055,-70.64158630371094,Entire home/apt,29408,29,5,2022-08-30,0.04,1,296,3,
903677,Apart Hotel  Santa Lucia Lastarria,4830840,Magdalena,,Santiago,-33.44019,-70.64127,Entire home/apt,70175,90,7,2014-11-28,0.06,2,364,0,
905085,"Carmelitas Contemporary 1BR w/ TV Cable, Wifi, Pool, Gym, Metro",4199174,Fran,,Las Condes,-33.40603,-70.55853,Entire home/apt,57609,2,151,2022-09-04,1.36,3,349,23,
910775,Furnished Apartment Forestal Park 5,131488797,Daniela,,Recoleta,-33.43225,-70.64744,Entire home/apt,45000,3,182,2022-08-09,1.64,6,64,7,
919862,"Central, comfortable and nice apart",4942310,Cristina,,Santiago,-33.44704,-70.63606,Entire home/apt,56140,2,0,,,1,365,0,
923568,Private Room in Barrio Lastarria,4703232,Shawn,,Santiago,-33.43921,-70.63982,Private room,27134,2,27,2016-03-04,0.27,1,0,0,
932079,Santiago Downtown Touristic 1,5015387,Christian,,Santiago,-33.44605,-70.64771,Entire home/apt,37426,6,2,2015-07-04,0.02,3,356,0,
932108,Santiago Downtown Touristic 2,5015387,Christian,,Santiago,-33.44717,-70.6469,Entire home/apt,46783,6,4,2021-10-15,0.05,3,356,1,
939923,Rent Departament  Loft USD 80 x dia,5079038,Luis,,Santiago,-33.43959,-70.6574,Private room,93566,3,0,,,1,365,0,
948890,"Dpto 2 dormitorios, para 6 personas",4191304,Doris,,Santiago,-33.44224,-70.65857,Entire home/apt,60818,1,57,2019-07-28,0.51,3,361,0,
964303,"loft in the historic center ,brazil",5256004,Roberto,,Santiago,-33.44101,-70.66559,Entire home/apt,51628,1,0,,,1,365,0,
978590,arriendos de departamentos diarios,5356419,Maria Eugenia,,Santiago,-33.43626,-70.64759,Private room,59882,1,0,,,1,365,0,
1004301,APT Santiago. 4 mins walking from Metro Station,4890910,Francisco,,Santiago,-33.43545,-70.65677,Entire home/apt,39298,28,287,2022-07-31,2.54,1,3,5,
1023614,STUDIO2 - ZentenoApartments - Santiago,5634677,Pablo,,Santiago,-33.44731,-70.65271,Entire home/apt,56140,2,7,2021-05-23,0.06,4,363,0,
1039259,SKI FARELLONES EL COLORADO-HOT TUB,4793711,Kiki,,Lo Barnechea,-33.35013,-70.31404,Entire home/apt,374265,3,2,2015-09-11,0.02,1,365,0,
1041894,Great 2 bed 2 bath apt in Santiago,5735502,Daesha,,Santiago,-33.43761,-70.64683,Entire home/apt,30000,14,12,2022-09-16,0.35,1,315,10,
1046142,"Acogedor, en Las Condes, COZY HOMS!",3984596,Juanpablo,,Las Condes,-33.40778,-70.55984,Entire home/apt,40000,90,4,2017-08-06,0.04,4,264,0,
1050604,"Great apartment, Bellavista, Chile",4816155,Francisco,,Recoleta,-33.43075,-70.64632,Entire home/apt,25000,30,155,2022-04-23,1.39,1,223,4,
1055812,"4 Bedroom, 3 bath 170 m2 Luxury Apt",5776387,Felipe,,Las Condes,-33.39667,-70.56697,Entire home/apt,196489,21,67,2022-07-29,0.64,1,222,5,
1061786,Private room in ñuñoa,5845379,Gabriel,,Ñuñoa,-33.44969,-70.58099,Private room,93566,1,0,,,2,365,0,
1065916,1 New Apartment in Civic District,3329548,Alojamiento Empresarial Chile,,Santiago,-33.44975,-70.65122,Entire home/apt,55204,90,2,2013-08-12,0.02,4,365,0,
1072049,Furnished apartment in Santiago,5897106,Beatriz,,Santiago,-33.44404,-70.64584,Private room,93566,1,0,,,1,365,0,
1080440,Prime Location in Santiago Chile,5942868,Steward,,Providencia,-33.43576,-70.61691,Entire home/apt,58947,360,0,,,1,365,0,
1090608,Quiet room in Santiago,5845379,Gabriel,,Ñuñoa,-33.44978,-70.58181,Private room,140349,1,0,,,2,365,0,
1141344,Lindo depto cercano al Centro Comercial Apumanque,6259010,Cityrentals,,Las Condes,-33.40801,-70.56452,Entire home/apt,40000,7,11,2022-08-22,0.22,4,340,4,
1162202,Departamento en Providencia Barrio Patrimonial,6195572,Pablo,,Providencia,-33.432,-70.61737,Private room,40000,3,0,,,1,21,0,
1190395,Best Location - Vitacura.,6507063,Catalina,,Vitacura,-33.40469,-70.599,Private room,93566,90,0,,,1,365,0,
1223916,Cozy Apt El Colorado Ski Center,5948010,Juan Pablo,,Lo Barnechea,-33.34682,-70.29319,Entire home/apt,214931,3,13,2022-07-25,0.12,1,364,1,
1226526,Comfortable  and cozy apartment,5514113,Wale,,Providencia,-33.42649,-70.60925,Entire home/apt,74853,30,32,2022-02-13,0.29,5,354,1,
1262080,"Modern Studio - w/Pool, Gym, steps away from Metro",4199174,Fran,,Las Condes,-33.40591,-70.55775,Entire home/apt,46381,2,182,2022-08-28,1.90,3,331,17,
1264850,EXCLUSIVE DOWNTOWN APARMENT,6886535,Dalia,,Santiago,-33.44338,-70.65735,Entire home/apt,46783,2,4,2022-03-07,0.07,1,352,2,
1297140,In Bellavista with amazing view,7051569,Barbara,,Recoleta,-33.43398,-70.64078,Entire home/apt,72982,30,40,2022-08-26,0.62,1,283,5,
1300331,Cordillera 1 bedrooms Apartment,667910,Roxana,,Providencia,-33.42872,-70.61781,Entire home/apt,52571,1,70,2022-08-20,0.63,11,359,25,
1320318,"Kennedy LAS CONDES, cordillera",3984596,Juanpablo,,Las Condes,-33.39937,-70.57409,Entire home/apt,50000,90,6,2021-12-30,0.05,4,4,1,
1329516,"Beautiful house in Lo Pequén, Concepción",7153251,Fabian,,Macul,-33.48245,-70.61341,Private room,14971,1,0,,,1,364,0,
1330207,Providencia. Habitación y baño privado.,4788740,Gloria,,Providencia,-33.42661,-70.61595,Private room,18713,2,32,2022-06-16,0.29,1,352,4,
1416160,Acogedor dpto.  Av. Santa María. Barrio Bellavista,7630719,Lilian,,Providencia,-33.43353,-70.63144,Entire home/apt,40776,2,4,2018-07-31,0.08,1,265,0,
1438448,At 1 Step to Santiago Downtown,3329548,Alojamiento Empresarial Chile,,Santiago,-33.44699,-70.63888,Entire home/apt,58947,90,4,2014-02-22,0.04,4,365,0,
1446357,Refugio en El Colorado 6pax,7764147,Mauricio,,Lo Barnechea,-33.34856,-70.29118,Entire home/apt,297138,4,26,2021-08-29,0.24,2,0,0,
1493528,"Furnished loft, Barrio Brazil, Stgo",7982878,Cecy Y Leo,,Santiago,-33.4338,-70.66454,Entire home/apt,23392,2,231,2022-09-17,2.23,1,274,41,
1519681,Comodo Depto Familiar en Providencia,1666498,Pedro,,Providencia,-33.42727,-70.62027,Entire home/apt,74853,3,14,2022-06-21,0.14,6,341,4,
1538606,"2 bedroom, 2 bath, pool, safe, calm close to metro",2411792,Joanna,,Las Condes,-33.41696,-70.56008,Entire home/apt,65496,3,43,2022-07-21,0.39,1,277,10,
1552603,Santiago Downtown Touristic 3,5015387,Christian,,Santiago,-33.44625,-70.64898,Entire home/apt,42105,6,2,2021-10-18,0.02,3,356,1,
1602307,Best price apartment Santiago Chile,8538514,Javier,,Santiago,-33.45185,-70.64236,Entire home/apt,26068,2,98,2022-08-08,0.90,1,346,20,
1623156,Bedroom furnished apartment smoking,1693645,María,,Providencia,-33.44083,-70.61375,Private room,28070,30,0,,,2,358,0,
1717613,Luxurious Loft Modern Perfect Location Lastarrias,5550648,Juan,,Santiago,-33.43882,-70.64444,Entire home/apt,36089,3,350,2022-09-15,3.23,2,328,2,
1735170,Oak - Casas del Cerro Loft,9139261,Mabel,,Providencia,-33.41553,-70.60976,Entire home/apt,199296,2,133,2022-08-22,1.25,5,288,32,
1735484,Araucaria - Casas del Cerro Loft,9139261,Mabel,,Providencia,-33.41553,-70.60976,Entire home/apt,243272,2,84,2022-09-08,0.79,5,289,17,
1744520,HOM STUDIO1 - ZentenoApartments - Santiago,5634677,Pablo,,Santiago,-33.4457,-70.65216,Entire home/apt,45847,1,49,2021-09-05,0.71,4,0,0,
1780552,Manquehue Apartment,9175393,Andres,,Las Condes,-33.41191,-70.56742,Hotel room,74853,1,67,2021-02-19,0.62,2,265,0,
