id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38927939,Fantástico Depto en Valle Nevado Ski in - Ski out,82460307,Marcelo,,Lo Barnechea,-33.35884,-70.29218,Entire home/apt,187132,2,15,2022-07-23,0.45,1,179,5,
38930408,Loft - Apartamento Bellas Artes  Santiago Centro,268338196,José,,Santiago,-33.43747,-70.64375,Entire home/apt,44971,1,169,2022-09-13,4.77,10,358,97,
38948222,Habitación compartida 1 Litera.,295009827,Casa Sofia,,Providencia,-33.43416,-70.62333,Shared room,27134,1,0,,,2,179,0,
38951205,Madison apart Hotel,63878926,Carlos,,Las Condes,-33.41517,-70.60426,Entire home/apt,48900,2,124,2022-09-10,4.23,7,353,25,
38968660,"barrio el golf ,habitación de lujo baño privado",279761258,Juan,,Las Condes,-33.41589,-70.59808,Private room,80000,1,0,,,1,179,0,
38974784,maison pleine de lumière à Santiago,24317610,Marie,,Lo Barnechea,-33.34738,-70.54645,Entire home/apt,278020,5,8,2022-03-06,0.23,1,261,1,
38980449,Cozy apartment close to Plaza Ñuñoa,152449885,Ramón,,Ñuñoa,-33.454044,-70.598213,Entire home/apt,58000,7,18,2022-09-03,0.50,1,301,11,
38982114,SUITE increíble VISTA enCasa estilo vintage ElGolf,285891166,Vince,,Las Condes,-33.41095,-70.59852,Entire home/apt,140349,2,5,2022-08-07,0.14,1,159,4,
39002695,Habitac para 1 persona baño privado  en las condes,111131573,Loreto,,Las Condes,-33.41746,-70.56813,Private room,21000,1,26,2022-08-26,0.78,1,360,22,
39004338,Habitación Ñuñoa,298886153,Rosa,,Ñuñoa,-33.46916,-70.58604,Private room,290000,90,0,,,1,180,0,
39005644,Excelente departamento en Barrio Italia,298898075,Nicolás,,Ñuñoa,-33.45054,-70.62486,Private room,12000,1,5,2022-04-29,0.75,1,83,5,
39007712,Alojamiento Ambiente Familiar,10662475,Víctor Hugo,,La Reina,-33.44093,-70.54247,Private room,9092,30,4,2020-04-20,0.11,5,158,0,
39007803,"Habitación Cerro Provincia, Desayuno incluido",297931554,Rodrigo,,Providencia,-33.41726,-70.61361,Private room,46500,1,3,2019-12-15,0.08,7,0,0,
39008090,"Habitación Santa Lucía, Desayuno incluido",297931554,Rodrigo,,Providencia,-33.41794,-70.61204,Private room,43500,1,16,2020-01-07,0.44,7,0,0,
39020537,Santiago Moneda Suites 827,257501324,Patricio,,Santiago,-33.44619,-70.65437,Entire home/apt,32286,1,126,2022-09-12,3.50,8,120,66,
39029113,"Habitación cerro Pintor, Desayuno incluido",297931554,Rodrigo,,Providencia,-33.41822,-70.6144,Private room,46500,1,5,2021-04-07,0.14,7,0,0,
39029546,Encantador y  céntrico departamento amoblado.,155085369,Jeannette,,Santiago,-33.45285,-70.64646,Entire home/apt,230000,3,1,2019-10-19,0.03,2,365,0,
39031111,Casa a minutos del aeropuerto,189820346,Sylvana,,Pudahuel,-33.46068,-70.85512,Entire home/apt,150000,1,7,2022-08-20,0.57,6,109,6,
39034812,"Habitación Cerro Manquehue, desayuno incluido",297931554,Rodrigo,,Providencia,-33.41801,-70.61243,Private room,46500,1,8,2020-03-09,0.22,7,0,0,
39035091,Château Royal,233012301,Fabiola,,Las Condes,-33.39955,-70.57339,Entire home/apt,150000,7,0,,,1,180,0,
39036548,Departamento a pasos del metro con estacionamiento,95303030,Antonio,,Ñuñoa,-33.45496,-70.60431,Entire home/apt,60000,2,46,2022-09-05,1.28,2,319,20,
39049518,Heidelberg Haus Apart Hotel,299281376,Luciano,,Providencia,-33.42734,-70.6056,Hotel room,147030,1,5,2021-12-11,0.14,1,363,1,
39049930,"Habitacion en providencia, con baño compartido.",233199203,Marite,,Ñuñoa,-33.44791,-70.61478,Private room,19000,1,13,2022-01-24,0.36,2,264,2,
39052955,Departamento independiente cerca de plaza de armas,63716662,Andres,,Santiago,-33.43707,-70.64777,Entire home/apt,25286,3,85,2022-09-21,2.39,1,219,45,
39075156,"Private Suite, 1920s Home",280046633,Le Marche,,Ñuñoa,-33.45199,-70.61852,Private room,47000,3,9,2022-08-06,0.25,10,261,4,
39082178,Quili House,34748364,Rafael,,Quilicura,-33.36428,-70.72781,Private room,40000,1,0,,,1,166,0,
39090024,Full Apartamento - Completo,186632021,Flavio,,Santiago,-33.45053,-70.65175,Entire home/apt,29286,2,76,2022-09-12,2.11,1,130,41,
39107865,AMPLIA HABITACION EN DPTO,9666889,María José,,San Joaquín,-33.50892,-70.62291,Private room,25000,3,0,,,1,178,0,
39108705,Hotel Windsor Suite,299759138,Gabriel,,Santiago,-33.43947,-70.64192,Shared room,91695,1,0,,,1,365,0,
39115647,Impecable departamento. Vista privilegiada,34285773,Federico,,Las Condes,-33.41064,-70.58772,Entire home/apt,60818,2,0,,,1,358,0,
39127249,"Cómoda, central y tranquila habitación privada",100057665,Joaquín,,Providencia,-33.43111,-70.62112,Private room,20000,2,54,2022-09-10,1.50,4,356,5,
39129725,Habitacion Central,300076316,Hf,,Santiago,-33.44467,-70.64119,Private room,15000,60,0,,,1,89,0,
39136385,Alojamiento en las condes,300187550,Rodrigo,,Las Condes,-33.41241,-70.56553,Private room,60000,1,5,2019-11-17,0.14,1,180,0,
39136497,Céntrico y hermoso departamento equipado,300010416,Alejandra,,Santiago,-33.44706,-70.64721,Entire home/apt,28000,2,114,2022-09-15,3.17,2,79,49,
39148006,🆓 🅿️ 🚇🍷🛍☕️👍 ALOJATE EN LA MEJOR ZONA DE PROVIDENCIA,75096856,Pepe,,Providencia,-33.42169,-70.61057,Entire home/apt,65000,1,123,2022-09-20,3.49,4,359,59,
39154494,inmejorable ubicación en el golf,36235854,Patricia,,Las Condes,-33.41495,-70.58769,Entire home/apt,49000,6,2,2022-08-10,0.07,1,0,1,
39154893,En el corazón de lo mejor de Santiago,65970896,M. Cecilia,,Las Condes,-33.416,-70.60368,Entire home/apt,46783,2,39,2022-09-11,1.10,1,147,19,
39155828,Habitación privada Las Condes -  Private room,192256564,Fernando,,Las Condes,-33.41853,-70.57032,Private room,12000,20,2,2022-06-06,0.06,1,21,1,
39158253,Confortable alojamiento con excelente ubicación,300388283,Miguel,,Santiago,-33.45087,-70.63531,Private room,24000,4,0,,,1,90,0,
39160272,"Barrio seguro, limpio, dormitorio con linda vista",175920863,Ernesto,,Vitacura,-33.39542,-70.58855,Private room,17000,2,38,2022-09-09,1.09,2,114,14,
39176974,Tranquilo descanso (Sur) pleno Centro Santiago,199913251,Carmen,,Santiago,-33.44381,-70.64685,Entire home/apt,32000,2,61,2022-09-10,1.71,2,236,41,
39176978,"Cómoda habitación doble, grato ambiente y lugar.",300585676,Lorena,,La Reina,-33.46103,-70.55162,Private room,25500,1,0,,,1,180,0,
39177339,"Habitación en barrio patrimonial, Santiago Centro",251107273,Francisca,,Santiago,-33.4447,-70.66819,Private room,11000,5,19,2022-03-10,0.53,1,73,4,
39179311,Departamento con vista a Cordillera de los Andes,24683599,Sandra,,Santiago,-33.4490019,-70.6320336,Entire home/apt,25000,30,2,2022-09-11,1.11,1,150,2,
39190944,Ángel Lastarria,300715082,Angel,,Santiago,-33.43977,-70.64144,Entire home/apt,39298,7,0,,,1,365,0,
39191006,Cozy apartment in front of the Municipal Theater,12736063,Gonzalo,,Santiago,-33.4399,-70.64643,Entire home/apt,29000,3,86,2022-09-03,2.40,5,340,42,
39202023,"Habitación el Plomo, Desayuno incluido",297931554,Rodrigo,,Providencia,-33.41942,-70.61293,Private room,44000,1,15,2021-02-15,0.42,7,0,0,
39202442,"Habitación Pochoco, Desayuno incluido",297931554,Rodrigo,,Providencia,-33.41799,-70.61245,Private room,46500,1,6,2020-01-10,0.17,7,0,0,
39204148,"Cosy flat, away from the noisy Providencia street",46533503,Sebastián,,Providencia,-33.42416,-70.60597,Entire home/apt,60000,30,4,2022-09-06,0.60,1,137,4,
39204736,D Ideal para estudiantes y profecionales  Ent INDP,242357459,Teresita,,Ñuñoa,-33.44647,-70.58166,Private room,12900,6,16,2022-09-20,0.87,8,357,7,
39209300,Valle Nevado.  Depto  2 dormitorios Valle Blanco,14454648,Bernardita,,Lo Barnechea,-33.35426,-70.2483,Entire home/apt,230000,3,1,2022-07-22,0.48,1,86,1,
39216883,"Marin 80, a pasos del parque bustamante",111288947,Alexis,,Santiago,-33.44634,-70.63289,Private room,45000,3,0,,,1,365,0,
39221571,Cozy room located in Matta-Portugal circuit,46480699,Carlos,,Santiago,-33.45296,-70.63435,Private room,17000,2,51,2022-09-03,1.43,1,361,23,
39240390,Cosy apartment in very center town,301200224,Erin,,Santiago,-33.45344,-70.64338,Private room,46783,1,1,2022-03-20,0.16,1,365,1,
39244737,Departamento en Ñuñoa,95303030,Antonio,,Ñuñoa,-33.45328,-70.60304,Entire home/apt,90000,2,0,,,2,319,0,
39249152,Hermoso apartamento en barrio patrimonial Yungay,301291828,Roberto,,Santiago,-33.44278,-70.67174,Private room,17000,1,2,2019-11-08,0.06,1,83,0,
39250740,Vive la experiencia de alojar casi en un jardín!,193440631,Verónica,,Las Condes,-33.42605,-70.53996,Private room,20000,5,0,,,1,89,0,
39254905,El departamento 503,164878691,Felipe,,Las Condes,-33.38847,-70.53846,Private room,20000,1,0,,,1,88,0,
39268394,"Preciosa casa orilla de lago, Puerto Calafquen.",301469694,Maria Eugenia,,Las Condes,-33.37324,-70.51703,Entire home/apt,200000,15,0,,,1,180,0,
39274674,Small Single Shared Bathroom,63955825,Maria Teresa,,Providencia,-33.43147,-70.62273,Private room,18000,1,1,2022-08-02,0.58,4,347,1,
39275636,Parque Irarrázaval ñuñoa,147599879,Hernan,,Ñuñoa,-33.45401,-70.62251,Entire home/apt,31143,4,26,2022-07-21,0.73,2,340,8,
39298488,BUSCAS ALOJAMIENTO? COMODO DEPTO DOS AMBIENTES,45777807,Emily,,Providencia,-33.42498,-70.61129,Entire home/apt,45000,2,7,2022-09-15,0.95,7,349,7,
39301500,Modern and remodeled apartment,106772646,Pablo,,Santiago,-33.43364,-70.64503,Private room,20000,2,0,,,1,87,0,
39319553,"Habitación en comunidad ecológica, Peñalolén.",210104183,Javiera,,Peñalolén,-33.48823,-70.53218,Private room,60000,1000,3,2019-12-01,0.09,2,365,0,
39320788,Departamento 2 ambientes 1D + 1B en Providencia.,214905178,Irina,,Providencia,-33.42683,-70.61542,Entire home/apt,40000,10,1,2019-12-04,0.03,1,264,0,
39334792,Precioso dpto con vista despejada y cercano a Mall,112936113,Carlos,,Las Condes,-33.39551,-70.5492,Entire home/apt,60000,4,15,2022-09-09,0.55,2,97,8,
39341732,Acogedor Departamento en Metro Bustamante,224511026,Karla,,Santiago,-33.44404,-70.63571,Entire home/apt,35000,6,10,2022-06-25,0.29,1,289,4,
39365079,"Sofá cama en depto compartido ,tranquilo excelente",200053974,Rose Marie,,Vitacura,-33.38346,-70.53705,Shared room,50000,1,0,,,1,180,0,
39381285,"Muy cómodo,Cerca de clínicas,restaurante,metro",178665806,Jeannette,,Recoleta,-33.42983,-70.64282,Entire home/apt,48714,3,44,2022-09-12,1.34,1,149,27,
39395311,TÚ HABITACIÓN CON BAÑO PRIVADO EDF. ZONA CENTRO,157579559,Day,,Santiago,-33.44957,-70.63444,Private room,22546,1,10,2022-09-10,0.30,1,205,2,
39405679,"Espacio compartido, tranquilo y cómodo",302678133,Eduardo Angel,,Santiago,-33.43502,-70.6557,Shared room,15000,1,1,2022-07-20,0.46,1,180,1,
39419904,Precioso apartamento en la mejor ubicación,302783680,Eugenia,,Providencia,-33.42275,-70.60994,Entire home/apt,29571,2,56,2022-09-20,1.59,2,248,34,
39421690,Hotel Boutique Casa Conde,300911917,Patricia,,Santiago,-33.44633,-70.66579,Private room,90000,1,3,2022-04-28,0.25,1,167,3,
39421893,"Bright, quiet apartment in the heart of Lastarria",39185761,Mariana & Dominic,,Santiago,-33.44028,-70.64103,Entire home/apt,41000,1,72,2022-09-21,2.07,14,334,57,
39422702,ArriendoPiezaHabitacion,302798744,Paul,,Pudahuel,-33.45687,-70.7574,Private room,15000,1,1,2022-03-01,0.15,1,365,1,
39434569,Depa entero a pasos del metro y universidades.,212459328,Mario,,Macul,-33.493317,-70.616684,Entire home/apt,60000,1,3,2022-08-09,0.49,1,364,3,
39438950,Departamento cómodo y muy bien ubicado,112338026,Rodrigo,,Ñuñoa,-33.4546,-70.62222,Entire home/apt,80000,5,0,,,1,83,0,
39442899,Acogedor y cerca de todo,34614124,Victor,,Santiago,-33.44357,-70.6471,Entire home/apt,20423,2,114,2022-09-04,3.24,1,142,60,
39467043,Palomar,79663375,Evelyn,,Providencia,-33.44385,-70.63333,Private room,93566,1,0,,,1,179,0,
39469773,Hermosa habitación en barrio “El golf” 2 min metro,303187074,Mariana Pia,,Las Condes,-33.41542,-70.58983,Private room,23000,2,21,2022-09-02,0.59,2,166,19,
39477649,Departamento con vista al Cerro San Cristobal,285277910,César,,Recoleta,-33.42328,-70.63991,Entire home/apt,42000,2,3,2019-12-02,0.09,2,174,0,+56993329832
39487031,A place nice for your stay,303332559,José,,Independencia,-33.42158,-70.65678,Private room,9000,2,0,,,1,88,0,
39511567,big apartment with excellent view and location.,1594764,Ismael,,Ñuñoa,-33.44686,-70.60443,Entire home/apt,100000,120,10,2020-03-28,0.29,1,365,0,
39605652,Excelente departamento,304317145,Claudia,,Pudahuel,-33.45655,-70.73866,Entire home/apt,45000,7,0,,,1,179,0,
39608732,Amplio departamento para mujeres - Viaja segura,304340766,Nataly,,Huechuraba,-33.35571,-70.67055,Private room,25000,2,0,,,1,89,0,
39628430,chileno y acogedor,286209668,Rosa,,Cerro Navia,-33.42678,-70.76473,Private room,36000,30,0,,,1,365,0,
39644391,energía espiritual,304640797,Magna Luce Africa,,La Florida,-33.52295,-70.56448,Private room,25000,1,4,2022-03-17,0.13,1,179,1,
39645897,Donde   Martín     y desin,304653692,Desin,,Quilicura,-33.36362,-70.71314,Private room,26317,16,0,,,1,365,0,
39653056,Acogedor dormitorio cercano al Metro Est. Nacional,284578232,Margarita Rosa,,Ñuñoa,-33.45384,-70.60378,Private room,14000,1,60,2022-09-17,1.77,2,314,51,
39653437,Adriana  Departamentos,403988181,D Y A,,Santiago,-33.43764,-70.64531,Entire home/apt,32886,1,161,2022-08-28,4.57,8,352,64,
39653847,Altavista Vicente Valdés,304745744,Ricardo,,La Florida,-33.52433,-70.5973,Entire home/apt,46337,4,1,2019-11-07,0.03,1,177,0,
39674340,"Cómodo departamento cerca metro Manquehue, terraza",186664695,Erwin,,Las Condes,-33.41063,-70.57383,Private room,28070,14,0,,,1,173,0,
39675809,Cómo en casa,304938664,Emilio,,Santiago,-33.45234,-70.64108,Entire home/apt,600000,1,0,,,1,180,0,
39676227,Habitación privada Las Condes cercana al metro,304942414,Arié,,Las Condes,-33.40211,-70.55401,Entire home/apt,14000,4,23,2022-03-19,0.69,1,185,4,
39677481,Grato ambiente familiar,304954285,Carmen,,Ñuñoa,-33.45563,-70.6089,Private room,16000,14,1,2022-04-08,0.18,1,79,1,
39692159,Departamento Santiago centro - Bellas Artes,238351903,Felipe,,Santiago,-33.43714,-70.64824,Entire home/apt,38000,3,6,2020-03-23,0.18,1,79,0,
39714573,"Comfortable apartment, one block from the subway!",162369283,Carola,,Santiago,-33.44409,-70.64288,Entire home/apt,800000,2,0,,,1,264,0,
39718490,DEPARTAMENTO EN PROVIDENCIA - LADO METRO I,43099912,Pedro MG,,Providencia,-33.42693,-70.61223,Entire home/apt,39000,7,27,2022-07-26,0.83,5,358,10,
39722827,Casa ideal para estudio y descanso solo para MUJER,304944674,Claudia,,Providencia,-33.44658,-70.61253,Private room,20000,2,2,2019-11-21,0.06,3,178,0,
39726176,Priv Room in Italia Neighborhood,280046633,Le Marche,,Ñuñoa,-33.45187,-70.61928,Private room,37500,4,4,2022-06-04,0.12,10,259,1,
39741012,En el corazón de Santiago,219618969,Juan Carlos,,Santiago,-33.43475,-70.64809,Entire home/apt,18000,1,0,,,1,261,0,
39747156,"Suite near to Metro, big Park, Mall & Restaurants",140740915,Christian,,Las Condes,-33.40518,-70.57389,Private room,18000,4,11,2022-08-26,0.34,3,350,7,
39750647,Paula's Coffee Loft,305518318,Paula,,Santiago,-33.44178,-70.67384,Entire home/apt,25143,5,34,2022-09-08,0.99,4,326,19,
39754427,Apartamento amoblado 1 D+ 1 Estacionamiento gratis,303119774,Margolit,,Las Condes,-33.41732,-70.60237,Entire home/apt,56000,1,101,2022-08-30,3.08,2,360,43,
39754986,“Hermosa y Comoda  habitación”,304944674,Claudia,,Providencia,-33.44699,-70.6142,Private room,22000,3,0,,,3,0,0,
39800091,Dormitorio para 1 persona en Las Condes,306028508,Marta,,Las Condes,-33.42868,-70.57449,Private room,13000,90,10,2021-09-23,0.30,3,0,1,
39820413,Suite for 4 - 3 blocks to the Subway,280046633,Le Marche,,Ñuñoa,-33.45246,-70.6192,Private room,45000,1,2,2022-06-07,0.06,10,169,1,
39822796,Ñuñoa cerca del portal ñuñoa y el Estadio Nacional,6472162,Rodrigo,,Ñuñoa,-33.46433,-70.59315,Entire home/apt,40143,1,1,2022-09-17,1,1,220,1,
39830242,"Valle Nevado, Depto en la mejor ubicación",47064285,Andrea,,Lo Barnechea,-33.35484,-70.24916,Entire home/apt,216138,2,13,2022-09-09,0.78,1,97,9,
39835575,Dormitorio para 2 personas en Las Condes,306028508,Marta,,Las Condes,-33.42986,-70.57507,Private room,15779,2,2,2021-09-29,0.06,3,79,1,
39842922,Departamento San Martín Urbano 2615,306610663,Alexis Ulises,,Santiago,-33.43377,-70.65856,Entire home/apt,30000,1,260,2022-09-06,7.43,4,332,121,
39856906,"Ideal para estudiantes, profecionales entrad indep",242357459,Teresita,,Ñuñoa,-33.44723,-70.58078,Private room,12900,6,5,2022-08-12,0.30,8,364,4,
39864295,¡Hermosa habitación con baño privado!,306976495,Veronica,,Ñuñoa,-33.45675,-70.61475,Private room,17000,3,34,2022-09-19,0.97,1,114,16,
39865507,Habitación privada en espaciosa y tranquila casa,4631609,Martín,,Vitacura,-33.39356,-70.59345,Private room,60000,1,0,,,1,364,0,
39867617,Dormitorio para uno o dos invitados en Santiago,147830895,Alberto,,Santiago,-33.44862,-70.65624,Private room,9500,1,8,2022-07-28,0.68,1,160,8,
39869039,Tranquilo alojamiento maipu,307015866,Alberto,,Maipú,-33.48122,-70.75668,Private room,13901,1,0,,,1,172,0,
39871203,"Departamento Nuevo amoblado, Excelente Ubicacion",85467241,Bernardo,,San Joaquín,-33.4889,-70.61979,Entire home/apt,39990,2,21,2022-02-13,0.62,8,0,10,
39881161,Gran pieza en Santiago Centro,277710846,Paula Ignacia,,Santiago,-33.46852,-70.66556,Private room,20000,3,0,,,1,179,0,
39916513,Depto cercano al metro,307588208,Maria,,Santiago,-33.45067,-70.63489,Entire home/apt,42000,2,1,2021-10-09,0.09,1,88,1,
39924633,Máxima accesibilidad/servicios y a pasos del METRO,125063709,Philippe,,Santiago,-33.44759,-70.63362,Entire home/apt,23990,20,21,2021-08-22,0.62,4,0,0,
39936201,Lugar agradable y barato. Nice and cheap,178611655,Patricio,,Maipú,-33.48349,-70.76231,Private room,14035,1,0,,,1,365,0,
39943907,"Barrio Pocuro, moderno y acogedor!",26440671,Alejandra,,Providencia,-33.434,-70.59995,Entire home/apt,79857,6,36,2022-09-09,1.04,1,39,23,
39951612,Habitación individual con baño privado,33595842,Cecilia,,Providencia,-33.43059,-70.59889,Private room,25000,3,0,,,2,0,0,
39972258,"Depto Nuevo comodo, equipado, con estacionamiento.",308173198,Paulina,,Santiago,-33.44952,-70.63951,Entire home/apt,28070,5,16,2020-03-18,0.48,1,0,0,
39973806,"Wifi, Smartv, Centro",284726162,Lisiane,,Santiago,-33.432182,-70.65844,Entire home/apt,33857,1,15,2022-05-30,0.48,5,356,8,
39973966,"Las Condes, parking, smart tv Mall Alto Las Condes",284726162,Lisiane,,Las Condes,-33.39621,-70.54979,Entire home/apt,50286,1,44,2022-09-09,1.30,5,348,29,
39992476,Alojamiento,308372123,Aclip,,Santiago,-33.46395,-70.63265,Shared room,9500,1,0,,,1,365,0,
40007180,Cómodo  y céntrico departamento en Santiago .,217078978,Raul,,Santiago,-33.45449,-70.65909,Entire home/apt,18000,90,3,2022-08-01,0.10,1,89,1,
40007418,"Habitación y baño privado, excelente ubicación!!!!",12583487,Francisco,,Las Condes,-33.42998,-70.57757,Private room,12500,1,10,2022-03-17,0.29,1,295,9,
40010705,Dormitorio amoblado frente a Mall Alto Las Condes,237581047,Josefina,,Las Condes,-33.3933,-70.54673,Private room,26000,2,9,2022-09-10,0.28,2,353,6,
40011949,Beautiful home near The Andes Mountains.,172725201,Jean Claude,,Lo Barnechea,-33.35503,-70.51184,Private room,56140,1,0,,,1,363,0,
40012963,Happy house!! Ven y descansa sin preocupaciones..,231854689,KaRiMa,,Quilicura,-33.35035,-70.73726,Private room,22477,1,0,,,1,364,0,
40028391,"Single room in a beautiful house, Las Condes",63801364,Jacqueline Briguitte,,Las Condes,-33.38904,-70.51852,Private room,65000,5,0,,,2,179,0,
40030136,no,96474055,Nicolás,,Ñuñoa,-33.46003,-70.60228,Private room,20000,1,0,,,1,82,0,
40056891,"Fabuloso Depto con Smart Tv, Est y ''WiFi Gratis''",293481458,Maryori Carolina,,Santiago,-33.43744,-70.64547,Entire home/apt,44400,1,110,2022-08-23,3.26,3,139,34,
40059527,Apartamentos Metro Santa Lucía 3,35976583,Jordi,,Santiago,-33.4475,-70.6432,Entire home/apt,29000,3,12,2022-09-02,0.35,8,80,2,
40060035,Small room on the slopes of the mountain range.,14505086,Raquel,,Peñalolén,-33.46538,-70.54204,Private room,14004,2,5,2022-07-21,1.02,1,325,5,
40061717,"Pieza Amoblada, Tv; Escritorio, Closet, Baño, Wifi",309023033,Hans,,La Florida,-33.53634,-70.57157,Private room,18713,1,0,,,1,177,0,
40062746,YOGI HOSTEL - ISRA ROOM Hab Doble Privada,128762998,Yogi,,Providencia,-33.425583,-70.603394,Private room,34000,1,0,,,6,364,0,
40084604,Excelente Habitación en Providencia,284786123,Fernando,,Providencia,-33.42861,-70.62616,Private room,20000,1,0,,,1,89,0,
40085503,Como en casa,43948109,Sabrina,,Ñuñoa,-33.47048,-70.5996,Private room,20134,2,12,2022-09-17,0.35,1,268,7,
40091464,YOGI HOSTEL - MAGDA ROOM Hab. Doble Privada,128762998,Yogi,,Providencia,-33.42672,-70.60383,Private room,34000,1,0,,,6,364,0,
40092638,Gran Casa Familiar en La Florida a pasos del metro,309357934,Familia,,La Florida,-33.51923,-70.59281,Entire home/apt,85000,2,2,2022-07-11,0.41,1,274,2,
40094937,Amplio y acogedor departamento completo,158966216,María José,,Ñuñoa,-33.46208,-70.60493,Entire home/apt,21000,2,3,2020-07-31,0.10,1,0,0,
40113930,Hermoso Depto de Gris,308153952,Griselda,,Las Condes,-33.41327,-70.57948,Entire home/apt,46783,1,7,2020-02-05,0.20,1,89,0,
40117476,Habitación con baño en suite,211541846,Rocío,,Ñuñoa,-33.44819,-70.58139,Private room,30000,1,0,,,1,87,0,
40119439,Habitacion en departamento luminoso,309607489,Elíana,,Las Condes,-33.42186,-70.53917,Private room,22456,4,0,,,1,364,0,
40141400,"Habitación impecable, excelente ubicación en Ñuñoa",47055691,Daniela,,Ñuñoa,-33.45662,-70.60351,Private room,18000,5,2,2020-03-22,0.06,1,178,0,
40158214,Dv APARTMENTS FAMILIAR METRO SANTA LUCIA,51160027,Vanessa,,Santiago,-33.44404,-70.64445,Entire home/apt,92857,2,14,2022-08-26,1.33,6,357,14,
40159074,Cómoda pieza en casa (propietarios jóvenes).,66905331,Verónica,,Providencia,-33.44482,-70.59266,Private room,15000,1,1,2020-01-14,0.03,1,0,0,
40159513,Depto.  conexión Metro Irarrazaval,310015905,Janet,,Ñuñoa,-33.45238,-70.62836,Entire home/apt,41000,3,41,2022-09-14,1.23,1,148,12,
40160629,Beautiful Apartment,30115020,Yeny Andrea,,Santiago,-33.4469,-70.65359,Entire home/apt,30714,3,30,2022-09-03,0.87,5,153,24,
40170596,Pieza en Vitacura,236420776,Gabriel,,Vitacura,-33.38648,-70.55374,Private room,40000,1,0,,,1,87,0,
40175622,Ambiente familiar,310209459,Jhon Jairo,,Santiago,-33.45143,-70.64622,Private room,19900,7,1,2022-03-19,0.16,1,179,1,
40198682,Habitación matrimonial para 2 p en Las Condes,306028508,Marta,,Las Condes,-33.43013,-70.57486,Private room,13000,90,11,2021-08-10,0.34,3,233,0,
40201565,Habitación privada en Anti-Galería de Arte,109541259,Eva,,Las Condes,-33.42712,-70.56086,Private room,20000,7,0,,,1,179,0,
40201733,dpto Rosario norte,310477443,Catalina,,Las Condes,-33.40832,-70.57061,Entire home/apt,31500,30,11,2022-08-01,0.48,1,163,8,
40202656,Esmeralda,171801224,Susan,,Santiago,-33.44829,-70.64099,Entire home/apt,32500,365,1,2020-02-19,0.03,1,365,0,
40203125,Pieza en lindo y acogedor departamento en Ñuñoa,55016795,Marcela,,Ñuñoa,-33.4557,-70.60874,Private room,10000,14,0,,,3,0,0,
40223388,Habitación ideal para viajeros.,310659291,Oscar Samuel,,San Joaquín,-33.50005,-70.61584,Private room,9000,1,4,2019-12-20,0.12,1,22,0,
40234854,"Habitación, San Miguel",310717422,Iván,,San Miguel,-33.50823,-70.65674,Private room,37426,1,0,,,1,179,0,
40263776,Excelente y cómodo piso Stgo.,55520572,Claudio Andres,,La Florida,-33.516,-70.60679,Entire home/apt,45000,4,16,2021-05-24,0.47,1,0,0,
40265298,Lindo studio,303283344,Solange,,Ñuñoa,-33.44931,-70.58048,Private room,20000,2,0,,,1,364,0,
40278508,"La Justiniana, Pieza Verde.",197562438,Raúl Y Octavio,,Providencia,-33.43721,-70.61868,Private room,28286,1,115,2022-09-11,3.42,3,324,77,
40279835,HERMOSA CASA 100% AMOBLADA Y  EQUIPADA CON PISCINA,310506557,Andrea,,Huechuraba,-33.3658,-70.6702,Entire home/apt,60000,3,3,2021-02-26,0.09,1,0,0,
40281024,Habitación  doble matrimonial,311162175,Casona,,Santiago,-33.43388,-70.64446,Private room,65000,1,6,2022-03-20,0.18,5,365,1,127855943
40283050,ÚNICO  IMPECABLE-MENTE LIMPIO  46m2,249050870,Maria Angelica,,Las Condes,-33.38287,-70.53058,Entire home/apt,62000,3,16,2022-05-11,0.49,4,321,8,
40285517,Habitaciones full amobladas enDpto en Las Condes.,168934882,Guillermo,,Las Condes,-33.40407,-70.58502,Private room,16900,7,2,2022-07-04,0.06,2,352,1,
40298012,Xxxxx,311036803,Xxxxx,,Santiago,-33.43271,-70.67324,Private room,59099,1,0,,,1,90,0,
40302295,depto merced,311354897,Esley,,Santiago,-33.43856,-70.64404,Entire home/apt,50000,1,56,2022-08-31,1.62,4,362,33,
40328278,Small modern appartment,306050268,Ernest,,Las Condes,-33.39991,-70.55371,Entire home/apt,28000,13,3,2022-07-04,0.14,1,63,1,
40340330,Hermoso 1D piso 22 vista Cordillera frente metro,175865281,Pablo,,Macul,-33.48564,-70.61961,Entire home/apt,28070,2,28,2022-07-15,0.82,1,162,12,
40363456,Habitación Matrimonial (con desayuno),311399786,Bellas,,Recoleta,-33.4328,-70.6448,Private room,43643,1,3,2022-05-08,0.09,7,355,2,
40365140,"Salvador Providencia Piso 23 , 1 ambiente cómodo",111487017,Elizabeth Myriam Patricia,,Providencia,-33.43607,-70.62735,Entire home/apt,35000,13,7,2022-07-29,0.21,1,75,2,
40367206,Downtown Providencia | Casual 1 Bedroom,60236912,Oasis Collections,,Providencia,-33.433632,-70.616798,Entire home/apt,102923,14,0,,,7,121,0,""
